timestamp,machine_id,machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,failure_within_24h,failure_type,estimated_repair_cost
2024-01-01 20:44:00,1,CNC,0.94,42.82,4.27,24.5,906.5,idle,294.53,9.7,40.27,0,none,0
2024-01-01 21:01:00,1,CNC,3.19,56.19,11.92,81.5,2902.2,normal,294.82,16.6,39.98,0,none,0
2024-01-01 21:31:00,1,CNC,3.1,62.88,12.29,80.5,3026.4,normal,295.32,11.8,39.48,0,none,0
2024-01-01 21:45:00,1,CNC,1.94,63.54,12.78,83.4,2896.0,normal,295.55,15.8,39.25,0,none,0
2024-01-01 22:01:00,1,CNC,,43.89,4.02,25.4,856.4,idle,295.82,15.0,38.98,0,none,0
2024-01-01 22:26:00,1,CNC,2.25,64.25,15.68,73.8,2989.6,normal,296.23,13.6,38.57,0,none,0
2024-01-01 22:50:00,1,CNC,0.83,42.93,4.49,24.0,902.7,idle,296.63,9.9,38.17,0,none,0
2024-01-01 22:58:00,1,CNC,2.91,61.84,10.09,70.8,2817.3,normal,296.77,13.8,38.03,0,none,0
2024-01-01 23:17:00,1,CNC,,44.42,5.33,22.1,858.2,idle,297.08,11.1,37.72,0,none,0
2024-01-01 23:20:00,1,CNC,0.74,47.62,4.93,20.6,855.9,idle,297.13,13.0,37.67,0,none,0
2024-01-01 23:49:00,1,CNC,0.91,40.73,5.23,24.2,855.7,idle,297.62,8.6,37.18,0,none,0
2024-01-02 00:07:00,1,CNC,0.73,49.87,4.56,22.2,906.9,idle,297.92,9.9,36.88,0,none,0
2024-01-02 00:28:00,1,CNC,0.98,49.86,5.13,22.3,855.9,idle,298.27,16.6,36.53,0,none,0
2024-01-02 00:42:00,1,CNC,0.93,45.58,4.64,25.4,857.8,idle,298.5,16.9,36.3,0,none,0
2024-01-02 00:51:00,1,CNC,0.85,40.11,4.7,20.3,858.3,idle,298.65,8.4,36.15,0,none,0
2024-01-02 00:55:00,1,CNC,0.74,46.49,5.12,23.5,917.4,idle,298.72,13.8,36.08,0,none,0
2024-01-02 01:13:00,1,CNC,0.81,42.86,5.3,21.3,917.4,idle,299.02,10.6,35.78,0,none,0
2024-01-02 01:36:00,1,CNC,0.7,49.7,4.06,25.4,886.9,idle,299.4,10.4,35.4,0,none,0
2024-01-02 01:50:00,1,CNC,1.0,40.74,4.83,25.8,886.6,idle,299.63,14.5,35.17,0,none,0
2024-01-02 02:06:00,1,CNC,0.89,,4.68,23.8,890.9,idle,299.9,15.5,34.9,0,none,0
2024-01-02 02:10:00,1,CNC,,,,25.7,,idle,299.97,14.2,34.83,0,none,0
2024-01-02 02:30:00,1,CNC,2.44,59.3,11.3,59.1,2939.1,normal,300.3,8.7,34.5,0,none,0
2024-01-02 02:38:00,1,CNC,0.81,45.84,4.12,25.9,919.0,idle,300.43,9.3,34.37,0,none,0
2024-01-02 02:51:00,1,CNC,2.78,58.04,11.51,82.9,3005.4,normal,300.65,16.8,34.15,0,none,0
2024-01-02 03:04:00,1,CNC,0.75,49.11,5.23,26.4,,idle,300.87,12.4,47.99,0,none,0
2024-01-02 03:15:00,1,CNC,0.88,44.22,5.4,27.5,852.8,idle,301.05,17.9,47.81,0,none,0
2024-01-02 03:17:00,1,CNC,0.71,43.81,5.22,32.6,860.1,idle,301.08,13.5,47.78,0,none,0
2024-01-02 03:22:00,1,CNC,2.64,55.77,15.81,64.6,3049.5,normal,301.17,9.3,47.69,0,none,0
2024-01-02 03:27:00,1,CNC,0.84,44.23,4.41,17.7,909.8,idle,301.25,9.6,47.61,0,none,0
2024-01-02 03:35:00,1,CNC,0.95,50.11,5.5,25.2,902.8,idle,301.38,10.0,47.48,0,none,0
2024-01-02 03:45:00,1,CNC,0.99,48.64,4.38,28.3,857.8,idle,301.55,10.5,47.31,0,none,0
2024-01-02 03:48:00,1,CNC,1.0,46.21,4.35,20.8,891.9,idle,301.6,12.2,47.26,0,none,0
2024-01-02 03:50:00,1,CNC,0.82,41.3,5.02,29.8,902.6,idle,301.63,9.3,47.23,0,none,0
2024-01-02 03:57:00,1,CNC,0.87,48.71,4.84,22.4,909.7,idle,301.75,13.5,47.11,0,none,0
2024-01-02 03:59:00,1,CNC,0.83,41.53,4.05,27.3,891.7,idle,301.78,17.5,47.08,0,none,0
2024-01-02 04:05:00,1,CNC,0.92,42.34,4.21,21.1,,idle,301.88,16.3,46.98,0,none,0
2024-01-02 04:11:00,1,CNC,0.89,44.15,4.67,23.4,872.3,idle,301.98,8.4,46.88,0,none,0
2024-01-02 04:38:00,1,CNC,2.56,62.08,12.12,69.2,3048.7,normal,302.43,8.4,46.43,0,none,0
2024-01-02 05:01:00,1,CNC,1.0,41.88,5.41,26.8,864.5,idle,302.82,9.0,46.04,0,none,0
2024-01-02 05:31:00,1,CNC,2.5,65.21,12.77,74.1,2974.7,normal,303.32,17.7,45.54,0,none,0
2024-01-02 05:40:00,1,CNC,2.2,51.68,,67.5,2830.1,normal,303.47,17.8,45.39,0,none,0
2024-01-02 06:10:00,1,CNC,2.05,60.26,10.75,81.7,3049.2,normal,303.97,9.8,44.89,0,none,0
2024-01-02 06:37:00,1,CNC,3.71,70.09,19.87,119.3,3784.0,peak,304.42,16.0,44.44,0,none,0
2024-01-02 07:04:00,1,CNC,2.13,55.01,10.74,62.1,2812.5,normal,304.87,9.6,43.99,0,none,0
2024-01-02 07:18:00,1,CNC,0.88,42.94,4.59,19.2,890.4,idle,305.1,16.6,43.76,0,none,0
2024-01-02 07:46:00,1,CNC,9.22,72.57,24.52,114.7,4022.2,peak,305.57,11.5,43.29,0,none,0
2024-01-02 08:15:00,1,CNC,3.26,52.0,11.42,67.4,2991.8,normal,306.05,8.2,42.81,0,none,0
2024-01-02 08:27:00,1,CNC,2.18,54.26,12.04,82.0,2951.9,normal,306.25,8.7,42.61,0,none,0
2024-01-02 08:40:00,1,CNC,,,14.53,,,normal,306.47,12.0,42.39,0,none,0
2024-01-02 08:59:00,1,CNC,2.97,64.66,12.99,88.6,2797.2,normal,306.78,8.3,42.08,0,none,0
2024-01-02 09:09:00,1,CNC,2.58,59.26,,53.5,2876.2,normal,306.95,17.6,41.91,0,none,0
2024-01-02 09:14:00,1,CNC,1.95,56.12,11.01,75.5,2799.4,normal,307.03,11.5,41.83,0,none,0
2024-01-02 09:29:00,1,CNC,3.25,60.24,14.1,76.3,2910.1,normal,307.28,13.1,41.58,0,none,0
2024-01-02 09:49:00,1,CNC,2.06,59.47,13.5,77.2,2888.3,normal,307.62,8.4,41.24,0,none,0
2024-01-02 10:07:00,1,CNC,3.54,64.29,21.95,118.5,3912.8,peak,307.92,13.4,40.94,0,none,0
2024-01-02 10:32:00,1,CNC,0.87,51.43,4.99,20.5,843.8,idle,308.33,10.0,40.53,0,none,0
2024-01-02 10:55:00,1,CNC,3.59,63.82,19.93,107.4,3821.9,peak,308.72,14.2,40.14,0,none,0
2024-01-02 11:00:00,1,CNC,0.81,50.62,4.19,20.5,864.2,idle,308.8,11.0,40.06,0,none,0
2024-01-02 11:15:00,1,CNC,3.45,53.39,12.3,91.7,3007.4,normal,309.05,15.0,39.81,0,none,0
2024-01-02 11:23:00,1,CNC,3.19,55.6,10.79,85.6,3025.4,normal,309.18,17.4,39.68,0,none,0
2024-01-02 11:53:00,1,CNC,2.82,60.41,11.53,76.7,2803.6,normal,309.68,13.7,39.18,0,none,0
2024-01-02 12:21:00,1,CNC,2.47,58.32,13.05,58.6,2779.6,normal,310.15,10.9,38.71,0,none,0
2024-01-02 12:41:00,1,CNC,2.92,56.34,13.55,55.8,2885.3,normal,310.48,11.2,38.38,0,none,0
2024-01-02 13:04:00,1,CNC,2.82,52.86,11.93,70.9,2760.2,normal,310.87,12.7,37.99,0,none,0
2024-01-02 13:31:00,1,CNC,1.11,45.4,5.32,18.7,878.2,idle,311.32,14.6,37.54,0,none,0
2024-01-02 13:54:00,1,CNC,3.18,61.19,12.85,80.6,2839.1,normal,311.7,11.4,37.16,0,none,0
2024-01-02 14:20:00,1,CNC,3.46,64.81,16.14,,2948.3,normal,312.13,11.1,36.73,0,none,0
2024-01-02 14:26:00,1,CNC,3.48,55.09,10.17,79.0,2901.9,normal,312.23,10.4,36.63,0,none,0
2024-01-02 14:55:00,1,CNC,1.07,43.87,5.32,26.1,840.2,idle,312.72,12.6,36.14,0,none,0
2024-01-02 15:15:00,1,CNC,2.29,64.76,14.17,71.6,2833.8,normal,313.05,15.0,35.81,0,none,0
2024-01-02 15:24:00,1,CNC,3.42,58.46,15.19,,2838.2,normal,313.2,14.9,35.66,0,none,0
2024-01-02 15:53:00,1,CNC,0.95,45.68,5.26,22.0,843.1,idle,313.68,9.1,35.18,0,none,0
2024-01-02 16:00:00,1,CNC,1.1,46.54,4.95,24.9,869.6,idle,313.8,15.0,35.06,0,none,0
2024-01-02 16:19:00,1,CNC,2.23,66.86,13.96,63.0,2763.3,normal,314.12,16.5,34.74,0,none,0
2024-01-02 16:46:00,1,CNC,3.33,62.16,13.34,89.0,2949.9,normal,314.57,13.3,34.29,0,none,0
2024-01-02 16:58:00,1,CNC,3.8,66.2,21.07,113.3,3699.7,peak,314.77,16.9,34.09,0,none,0
2024-01-02 17:23:00,1,CNC,1.0,50.6,5.48,27.4,880.4,idle,315.18,12.3,33.68,0,none,0
2024-01-02 17:39:00,1,CNC,0.84,51.5,4.32,22.0,878.3,idle,315.45,15.4,33.41,0,none,0
2024-01-02 17:49:00,1,CNC,0.85,45.36,5.24,21.1,867.4,idle,315.62,16.4,33.24,0,none,0
2024-01-02 18:15:00,1,CNC,3.21,61.3,11.49,56.3,2764.1,normal,316.05,14.3,32.81,0,none,0
2024-01-02 18:19:00,1,CNC,1.12,49.01,4.75,20.5,887.2,idle,316.12,10.3,32.74,0,none,0
2024-01-02 18:49:00,1,CNC,2.34,62.07,13.21,63.1,2713.3,normal,316.62,9.4,32.24,0,none,0
2024-01-02 19:13:00,1,CNC,3.53,67.35,13.61,74.5,2973.2,normal,317.02,10.1,31.84,0,none,0
2024-01-02 19:25:00,1,CNC,3.27,55.7,13.7,61.9,2827.5,normal,317.22,12.2,31.64,0,none,0
2024-01-02 19:40:00,1,CNC,3.32,67.48,16.06,87.6,2735.9,normal,317.47,15.7,31.39,0,none,0
2024-01-02 19:42:00,1,CNC,1.17,51.86,4.34,23.7,879.3,idle,317.5,15.7,31.36,0,none,0
2024-01-02 19:44:00,1,CNC,4.25,71.52,22.75,89.5,3765.1,peak,317.53,11.0,31.33,0,none,0
2024-01-02 20:14:00,1,CNC,4.53,61.66,22.09,116.0,3819.5,peak,318.03,12.2,30.83,0,none,0
2024-01-02 20:33:00,1,CNC,1.16,,4.68,24.3,849.5,idle,318.35,17.0,30.51,0,none,0
2024-01-02 20:43:00,1,CNC,2.5,60.47,10.8,52.9,2841.0,normal,318.52,8.3,30.34,0,none,0
2024-01-02 21:06:00,1,CNC,0.99,52.91,4.71,28.3,860.6,idle,318.9,15.2,29.96,0,none,0
2024-01-02 21:12:00,1,CNC,3.82,73.06,20.53,136.1,3699.3,peak,319.0,13.3,29.86,0,none,0
2024-01-02 21:32:00,1,CNC,2.84,55.13,16.6,77.2,2864.0,normal,319.33,8.3,29.53,0,none,0
2024-01-02 21:38:00,1,CNC,0.86,51.37,4.48,21.7,830.9,idle,319.43,9.8,29.43,0,none,0
2024-01-02 21:50:00,1,CNC,2.47,54.46,13.06,85.0,2709.4,normal,319.63,11.3,29.23,0,none,0
2024-01-02 22:04:00,1,CNC,1.11,48.49,4.98,21.6,843.3,idle,319.87,17.5,28.99,0,none,0
2024-01-02 22:32:00,1,CNC,1.05,45.61,,25.8,879.1,idle,320.33,8.2,28.53,0,none,0
2024-01-02 22:45:00,1,CNC,0.98,46.81,5.17,28.6,816.8,idle,320.55,8.7,28.31,0,none,0
2024-01-02 22:48:00,1,CNC,0.9,51.27,5.2,16.5,829.9,idle,320.6,17.5,28.26,0,none,0
2024-01-02 22:50:00,1,CNC,0.93,50.84,,20.3,,idle,320.63,10.4,28.23,0,none,0
2024-01-02 22:55:00,1,CNC,0.91,50.67,4.54,,831.2,idle,320.72,10.2,28.14,0,none,0
2024-01-02 23:21:00,1,CNC,1.11,52.79,5.47,28.6,858.9,idle,321.15,14.1,27.71,0,none,0
2024-01-02 23:45:00,1,CNC,0.92,47.24,5.57,25.7,819.1,idle,321.55,16.2,27.31,0,none,0
2024-01-02 23:50:00,1,CNC,0.92,44.6,4.45,24.6,841.4,idle,321.63,17.3,27.23,0,none,0
2024-01-03 00:04:00,1,CNC,1.18,52.55,4.71,16.1,838.2,idle,321.87,15.2,26.99,0,none,0
2024-01-03 00:28:00,1,CNC,1.08,47.14,5.16,25.1,849.0,idle,322.27,10.4,26.59,0,none,0
2024-01-03 00:39:00,1,CNC,2.95,58.92,16.36,62.6,2714.2,normal,322.45,14.0,26.41,0,none,0
2024-01-03 00:59:00,1,CNC,1.18,49.44,5.58,23.7,839.6,idle,322.78,11.5,26.08,0,none,0
2024-01-03 01:12:00,1,CNC,0.87,47.3,5.03,16.8,828.0,idle,323.0,14.5,25.86,0,none,0
2024-01-03 01:27:00,1,CNC,0.91,53.01,5.74,,821.8,idle,323.25,9.1,25.61,0,none,0
2024-01-03 01:49:00,1,CNC,2.7,55.02,16.17,44.7,2832.0,normal,323.62,12.6,25.24,0,none,0
2024-01-03 01:56:00,1,CNC,0.97,50.31,5.22,21.5,823.3,idle,323.73,17.7,25.13,0,none,0
2024-01-03 02:23:00,1,CNC,,56.91,,83.4,2834.5,normal,324.18,15.7,24.68,0,none,0
2024-01-03 02:51:00,1,CNC,1.1,51.61,4.47,30.9,835.7,idle,324.65,10.7,24.21,0,none,0
2024-01-03 03:19:00,1,CNC,2.93,62.83,10.31,56.6,2868.7,normal,325.12,10.8,23.74,1,hydraulic,3403
2024-01-03 03:39:00,1,CNC,0.9,51.15,4.59,16.0,825.6,idle,325.45,11.8,23.41,1,hydraulic,2831
2024-01-03 03:46:00,1,CNC,1.02,52.34,4.68,20.0,837.9,idle,325.57,11.5,23.29,1,hydraulic,2645
2024-01-03 04:16:00,1,CNC,1.14,54.62,5.37,22.0,807.4,idle,326.07,16.8,22.79,1,hydraulic,3616
2024-01-03 04:24:00,1,CNC,0.99,51.23,4.3,22.8,844.7,idle,326.2,15.2,22.66,1,hydraulic,2484
2024-01-03 04:48:00,1,CNC,1.01,53.07,4.38,19.8,852.7,idle,326.6,15.1,22.26,1,hydraulic,1570
2024-01-03 04:52:00,1,CNC,1.08,52.26,4.9,18.2,858.6,idle,326.67,12.0,22.19,1,hydraulic,3882
2024-01-03 05:05:00,1,CNC,,52.37,4.65,,,idle,326.88,13.3,21.98,1,hydraulic,3754
2024-01-03 05:17:00,1,CNC,0.93,54.63,4.44,22.7,833.1,idle,327.08,12.5,21.78,1,hydraulic,2444
2024-01-03 05:22:00,1,CNC,0.97,50.9,5.6,27.9,856.8,idle,327.17,11.2,21.69,1,hydraulic,2258
2024-01-03 05:30:00,1,CNC,1.15,52.43,5.56,24.4,835.5,idle,327.3,12.8,21.56,1,hydraulic,3648
2024-01-03 05:51:00,1,CNC,0.98,55.46,5.72,16.5,849.2,idle,327.65,9.0,21.21,1,hydraulic,2431
2024-01-03 06:04:00,1,CNC,3.97,58.34,13.93,88.6,2652.1,normal,327.87,8.1,20.99,1,hydraulic,2623
2024-01-03 06:07:00,1,CNC,4.82,68.69,28.78,122.5,3853.1,peak,327.92,13.5,20.94,1,hydraulic,2017
2024-01-03 06:29:00,1,CNC,,54.33,5.57,26.8,856.1,idle,328.28,12.9,20.58,1,hydraulic,3851
2024-01-03 06:40:00,1,CNC,2.38,64.69,11.63,45.9,2660.7,normal,328.47,12.4,20.39,1,hydraulic,1710
2024-01-03 06:50:00,1,CNC,4.85,69.57,26.71,114.5,3669.2,peak,328.63,12.8,20.23,1,hydraulic,3141
2024-01-03 07:07:00,1,CNC,3.31,67.71,12.25,55.5,2886.6,normal,328.92,14.3,19.94,1,hydraulic,2111
2024-01-03 07:34:00,1,CNC,3.45,59.43,10.23,110.3,2639.7,normal,329.37,11.0,19.49,1,hydraulic,1985
2024-01-03 07:53:00,1,CNC,1.25,51.3,5.73,29.1,864.6,idle,329.68,14.1,19.18,1,hydraulic,2424
2024-01-03 08:19:00,1,CNC,2.99,67.61,12.85,67.8,2806.1,normal,330.12,12.5,18.74,1,hydraulic,3910
2024-01-03 08:34:00,1,CNC,3.95,70.91,15.38,72.3,2746.5,normal,330.37,14.2,18.49,1,hydraulic,1906
2024-01-03 09:00:00,1,CNC,3.71,59.82,10.86,71.8,2706.1,normal,330.8,10.1,18.06,1,hydraulic,2143
2024-01-03 09:09:00,1,CNC,2.9,59.77,10.38,37.0,2902.2,normal,330.95,8.8,17.91,1,hydraulic,3345
2024-01-03 09:33:00,1,CNC,3.16,62.11,14.8,50.6,2889.0,normal,331.35,10.9,17.51,1,hydraulic,2658
2024-01-03 09:57:00,1,CNC,1.24,47.33,4.93,21.2,857.2,idle,331.75,8.7,17.11,1,hydraulic,2583
2024-01-03 10:24:00,1,CNC,1.11,52.66,4.53,30.7,809.7,idle,332.2,13.9,16.66,1,hydraulic,2310
2024-01-03 10:39:00,1,CNC,4.15,66.32,14.34,,2680.4,normal,332.45,10.2,16.41,1,hydraulic,2588
2024-01-03 11:07:00,1,CNC,2.73,59.99,11.43,96.0,2711.0,normal,332.92,8.6,15.94,1,hydraulic,3937
2024-01-03 11:32:00,1,CNC,0.96,56.46,5.69,24.6,857.4,idle,333.33,17.2,15.53,1,hydraulic,3419
2024-01-03 11:56:00,1,CNC,2.74,62.79,15.42,67.7,2651.2,normal,333.73,12.0,15.13,1,hydraulic,3711
2024-01-03 12:13:00,1,CNC,3.96,60.28,11.71,89.3,2772.2,normal,334.02,14.0,14.84,1,hydraulic,2820
2024-01-03 12:34:00,1,CNC,3.52,58.35,16.26,79.3,2640.7,normal,334.37,8.9,14.49,1,hydraulic,3856
2024-01-03 12:54:00,1,CNC,5.29,81.3,28.5,118.2,3714.8,peak,334.7,18.0,14.16,1,hydraulic,2603
2024-01-03 13:14:00,1,CNC,3.48,58.42,13.02,,2673.0,normal,335.03,15.6,13.83,1,hydraulic,3311
2024-01-03 13:24:00,1,CNC,3.82,64.59,10.75,65.3,2790.0,normal,335.2,13.9,13.66,1,hydraulic,3514
